pdf_link,pdf_year,row_id,Receiver,From,Justification,Gift,Disposition,Gift_Rec_Date,Value_USD
http://www.state.gov/documents/organization/120686.pdf,2003,22.4,First Family,"Her Excellency Gloria MacapagalArroyo, President of the Repub lic of the Philippines and Mr. Jose Miguel Arroyo.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Household item: 28″ x 36″ 19th century antique wooden chest of drawers with ebony and bone inlay and silver keyplates,.,2003-10-18,250
http://www.state.gov/documents/organization/120686.pdf,2003,22.41,First Family,"His Excellency Thaks Shinawatra, Prime Minister of the Kingdom of Thailand.",in Non-acceptance would cause embarrassment to donor and U.S. Government.,"Hardcover book: ‘‘APEC 2003 Commemorative BTS SkyTrain Tickets,’’ published by Bangkok Mass Transit System Public Company Limited; held in a 10″ x 101⁄2″ black lacquer case printed ‘‘The Royal Barge Procession.’’",.,2003-10-19,80
http://www.state.gov/documents/organization/120686.pdf,2003,23.52,First Family,"Her Majest Queen Elizabeth II and His Royal Highness The Prince Phillip, Duke of Edinburgh.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Hardcover book: red leather bound, limited edition copy of ‘‘Royal Treasures: A Golden Jubilee Celebration,’’ edited by Jane Roberts; held in a 111⁄4″ x 141⁄4″ red leather box imprinted with the Royal Cypher",.,2003-11-18,120
http://www.state.gov/documents/organization/120686.pdf,2003,23.53,First Family,Their Majesties King Abdullah II and Queen Rania al Abdullah of the Hashemite Kingdom of Jordan.,Non-acceptance would cause embarrassment to donor and U.S. Government.,Desk accessories: 51⁄2″ x 51⁄2″ ivory stationery; held in a 6″ x 6″ sterling silver note pad hold er engraved with Arabic characters,.,2003-12-04,350
http://www.state.gov/documents/organization/120686.pdf,2003,24.62,First Family,"His Excellency Zine El-Abidine Ben Ali, President of the Republic of Tunisia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Miscellaneous: 201⁄2″ x 16″ white and brown leather chest with hinged lid; interior is padded and holds a two-tiered leather lined wood tray,.,2003-12-18,280
http://www.state.gov/documents/organization/120686.pdf,2003,24.66,First Family,"His Excellency Lalit Mansingh, The Ambassador of India and Mrs. Mansingh.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Miscellaneous: 12″ x 71⁄2″ silver peacock,.,2003-12-30,500
http://www.state.gov/documents/organization/120686.pdf,2003,24.67,"Blakeman, Brad, Deputy Assistant to the President and Director of Appointments and Scheduling.",His Majesty King Abdullah II of the Hashemite Kingdom of Jordan.,Non-acceptance would cause embarrassment to donor and U.S. Government.,Desk accessory: Mont Blanc Meisterstuck Solitaire Doue Black Silver Fountain Pen,.,2003-06-04,425
http://www.state.gov/documents/organization/120686.pdf,2003,24.68,"Card, Andrew H., Jr., Assistant to the President and Chief of Staff.",His Majesty King Abdullah II of gin the Hashemite Kingdom of Jordan.,Non-acceptance would cause embarrassment to donor and U.S. Government.,"Olive oil (4 bottles, 750ml each): ‘‘Jordan’s Treasure’’ extra vir olive oil with pourers held in custom wooden presentation cabinet with crest",.,2003-06-10,202
http://www.state.gov/documents/organization/120686.pdf,2003,25.73,"Card, Andrew H., Jr., Assistant to the President and Chief of Staff.","His Royal Highness Abdallah bin Abd al-Aziz Al Saud, Crown Prince, First Deputy Prime Minister and Commander of the National Guard of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Weapon: 13″ sheathed dagger in gold and silver inlaid design with ivory handle and gold chain for hanging on enclosed wooden display rack; held in green leather presentation box with crest on lid,.,2003-06-10,150
http://www.state.gov/documents/organization/120686.pdf,2003,25.740000000000002,"Card, Andrew H., Jr., Assistant to the President and Chief of Staff.",His Highness Sheikh Hamad bin Khalifa Al Thani Amir of the c State of Qatar. nt,Non-acceptance would cause embarrassment to donor and U.S. Government.,Desk accessory: limited edition Mont Blanc ‘‘Marquise de Pompadour’’ fountain pen in cerami enamel with 18K gold trim and nib,.,2003-06-10,490
http://www.state.gov/documents/organization/120686.pdf,2003,25.75,"Card, Andrew H., Jr., Assistant to the President and Chief of Staff.","His Excellency Aleksande Kwasniewski, President of the rRepublic of Poland. nt",r Non-acceptance would cause embarrassment to donor and U.S. Government.,Desk accessory: 31⁄2″ x 21⁄4″ amber mounted on an arched 6″ x 21⁄2″ sterline silver pape weight etched with signature and state parliament building,.,2003-06-10,600
http://www.state.gov/documents/organization/120686.pdf,2003,25.759999999999998,"Card, Andrew H., Jr., Assistant to the President and Chief of Staff.","His Excellency Vladimir Putin, President of the Russian Federation. ng",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Household: porcelain tea service for two by Lomonosov, commemorating the 300th Anniversary of St. Petersburg, includi a teapot, covered sugar bowl, two small cups with saucers and two cake plates hand decorated with gilt Greek key borders and floral design",.,2003-06-10,535
http://www.state.gov/documents/organization/120686.pdf,2003,25.77,"Card, Andrew H., Jr., Assistant to the President and Chief of Staff.","e His Excellency Olusegun Obasanjo, President of the Fedngs, eral Republic of Nigeria. . nt",Non-acceptance would cause embarrassment to donor and U.S. Government.,Artwork: 17″ x 61⁄2″ x 71⁄2″ bronz Benin sculpture of a queen with headdress and neckri mounted on 4″ x 8″ x 5″ wooden base with plaque engraved ‘‘With Compliments of (donor)’’,.,2003-07-12,350
http://www.state.gov/documents/organization/120686.pdf,2003,25.78,"Card, Andrew H., Jr., Assistant to the President and chief of Staff.","nHis Excellency Silvio Berlusconi, h President of the Council of Ministers of the Italian Republic. ei",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Watch: Bvlgari ‘‘Rettangolo’’ stai less steel men’s wristwatch wit black face with automatic date inset at ‘6’ and back engraved with model, serial number and ‘‘Il Presidente del Consiglio d Ministri’’",.,2003-07-21,300
http://www.state.gov/documents/organization/120686.pdf,2003,25.79,"Gottesman, Blake, Personal Aide to the President.","His Excellency, Olusegun Obasanjo, President of the Federal Republic of Nigeria.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Clothing: 2 lengths of batik cloth (122″ x 50″ ) and (54″ x 50″ ) for booboo robe in rust red, white and purple",.,2003-07-08,275
http://www.state.gov/documents/organization/120686.pdf,2003,26.84,"Hadley, Stephen, Assistant to the President and Deputy National Security Advisor.","s Royal Highness, Abdallah bin Abd al-Aziz Al Saud, Crown Prince, First Deputy Prime Min ister and Commander of the National Guard of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government. .,"Artwork: 19″ x 29″ matted color Hi photograph of Arabian horse ‘‘BJ Thee Mustafa, 9 Years Old’’, signed by photographer Gigi Grasso, and held in a 291⁄2″ x 391⁄2″ frame",.,2003-05-05,250
http://www.state.gov/documents/organization/120686.pdf,2003,26.89,"Hadley, Stephen, Assistant to the President and Deputy National Security Advisor.",His Royal Highness Crown Prince Vajiralongkorn Kingdom n Thailand. nt,Non-acceptance would cause emof barrassment to donor and U.S. Government.,Desk accessory: 61⁄2″ x 41⁄2″ ster ling silver box with burl wood lining and royal coat of arms o lid with detailed design in pew ter,.,2003-06-13,500
http://www.state.gov/documents/organization/120686.pdf,2003,26.9,"Hagin, Joseph W., Assistant to the President and Deputy chief of Staff (Operations).","His Excellency, Oluseg r Obasanjo, President of the Fed eral Republic of Nigeria. ple. nt",un Non-acceptance would cause embarrassment to donor and U.S. Government.,"Clothing: 2 lengths of batik cloth (122″ x 50″) and (54″ x 50″) fo booboo robe in orange, yellow, green, white and pur",.,2003-07-12,275
http://www.state.gov/documents/organization/120686.pdf,2003,27.97,"Jenkins, Gregory, Deputy Assistant to the President and Director of Advance.","His Majesty, King Abdullah II of ue the Hashemite Kingdom of Jordan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Desk accessory: Mont Blanc Meisterstuck Solitair Do Black Silver Fountain Pen held in leather presentation box with crest on lid,.,2003-06-04,370
http://www.state.gov/documents/organization/120686.pdf,2003,27.98,"McClellan, Scott, Deputy Assistant to the President and Deputy White House Press Secretary.","His Excellency Olusegun Obasanjo, President of the Federal Republic of Nigeria.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Clothing: 2 lengths of batik cloth (122″ x 50″) and (54″ x 50″) for booboo robe in red, black, white and purple",.,2003-07-11,275
http://www.state.gov/documents/organization/120686.pdf,2003,28.0,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Jewelry: 5⁄8″ platinum Damiani oval shape band bracelet with 3.79 carats of diamonds set in chevron design,.,2003-01-30,650
http://www.state.gov/documents/organization/120686.pdf,2003,28.009999999999998,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","g His Excellency Lucio Guiterrez Borbua, President of the Republic of Ecuador.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Artwork: 231⁄2″ x 311⁄2″ oil paintin of a street scene on canvas, signed by artist I. Ihthsse.97",.,2003-02-10,500
http://www.state.gov/documents/organization/120686.pdf,2003,28.02,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency George lias Papandreou, Minister of Foreign Affairs of the Hellenic Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Household: 51⁄4″ x sterling silver vessel with handle, i LaLaoUNIS design inspired from the Mycenaen period (1480BC)",.,2003-02-27,250
http://www.state.gov/documents/organization/120686.pdf,2003,29.07,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Marshall Mohammed Fahim Khan, Minister of Defense of the Islamic Transitional State of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Jewelry: 18K gold wide band ring with emerald surrounded by cubic zirconiums,.,2003-03-04,100
http://www.state.gov/documents/organization/120686.pdf,2003,29.08,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Sodiq Safaev, d, Minister of Foreign Affairs of the Republic of Uzbekistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Rug: 451⁄2″ x 611⁄4″ hand knotted silk carpet, with pattern in re dark blue and ivory",.,2003-04-15,140
http://www.state.gov/documents/organization/120686.pdf,2003,29.09,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Ra Jong-Yil, Senior Advisor to the President fo National Security of the Republic of Korea.",Non-acceptance would cause emr barrassment to donor and U.S. Government.,"Household item: silver serving set consisting of two round 2″ x 2″ boxes with lids, two 1″ x 4″ spoons and oval 65⁄8″ x 35⁄8″ tray etched with gold duck design",.,2003-04-30,500
http://www.state.gov/documents/organization/120686.pdf,2003,29.1,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","Lt. General Ehsan Ul Haq, Director General, Inter-Services Int ligence of the Islamic Republic of Pakistan. nt",Non-acceptance would cause emelbarrassment to donor and U.S. Government.,"Jewelry set: earrings, necklace and ring of woven 21K gold wire inset with cubic zircons",.,2003-05-07,750
http://www.state.gov/documents/organization/120686.pdf,2003,29.11,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","Colonel General Rustam from Rasylevich Inoyatov, Chief of Intelligence of the Republic of Uzbekistan. of",Non-acceptance would cause embarrassment to donor and U.S. Government.,Coins: set of 9 pure silver commemorative coins Uzbekistan presented in rosewood box with brass medallion of national crest inset on top box,.,2003-05-12,350
http://www.state.gov/documents/organization/120686.pdf,2003,29.12,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","General Sa’ad Kheir, Director of the General Intelligence Depart ment, Hashemite Kingdom of Jordan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Wall plaque: 11″ silver charger etched with colonnade of ruins with a gold crown at the top of a wide rim,.,2003-05-15,500
http://www.state.gov/documents/organization/120686.pdf,2003,29.13,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Vladimir Putin, President of the Russian Federation. ng",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Household: porcelain tea service for two by Lomonosov, commemorating the 300th Anniversary of St. Petersburg, includi a teapot, covered sugar bowl, two small cups with saucers and two cake plates hand decorated with gilt Greek key borders and floral design",.,2003-05-31,535
http://www.state.gov/documents/organization/120686.pdf,2003,29.14,"Rice, Condoleezza, Assistant to the President for National Security Affairs.",His Majesty King Abdullah II of gin the Hashemite Kingdom of Jordan.,Non-acceptance would cause embarrassment to donor and U.S. Government.,"Olive oil (4 bottles, 750ml each): ‘‘Jordan’s Treasure’’ extra vir olive oil with pourers held in custom wooden presentation cabinet with crest",.,2003-06-04,202
http://www.state.gov/documents/organization/120686.pdf,2003,30.19,"Rice, Condoleezza, Assistant to the President for National Security Affairs.",His Highness Sheikh Hamad bin Khalifa Al Thani Amir of the State of Qatar.,Non-acceptance would cause embarrassment to donor and U.S. Government.,"Jewelry: 21⁄2″ platinum 16-petal flower of diamonds brooch with 1⁄2″ grey/white pearl center, designed by Stefan Hafner",.,2003-06-05,155
http://www.state.gov/documents/organization/120686.pdf,2003,30.2,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Royal Highness Abdallah bin Abd al-Aziz Al Saud, Crown Prince, First Deputy Prime Minister and Commander of the National Guard of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Weapon: 13″ sheathed dagger in gold and silver inlaid design with ivory handle and gold chain for hanging on enclosed wooden display rack; held in green leather presentation box with crest on lid,.,2003-06-10,150
http://www.state.gov/documents/organization/120686.pdf,2003,30.21,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Lal Krishna Advani, Deputy Prime Minister of the Republic of India.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Artwork: 53⁄8″ x 91⁄4″ silver enameled peacock studded with semiprecious stones,.,2003-06-13,250
http://www.state.gov/documents/organization/120686.pdf,2003,30.22,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Amadou Toumani Toure, President of the Republic of Mali. .",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Artwork: Tuareg ornately tooled leather and silver (metal) hexagon shaped box, lined with maroon velvet, on leather pedestal with top nob in etched silver (metal) and mirror inside lid",.,2003-06-23,295
http://www.state.gov/documents/organization/120686.pdf,2003,30.23,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","Her Excellency Mireya Moscoso, President of the Republic of Panama.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Artwork: 61⁄2″ x 3″ vermeil Holy Spirit Orchid, National Flower of Panama mounted on black velvet, double matted and held in a 12″ x 16″ shadow box",.,2003-06-24,500
http://www.state.gov/documents/organization/120686.pdf,2003,30.240000000000002,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Olusegun Obasanjo, President of the Feds, eral Republic of Nigeria.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Artwork: 17″ x 61⁄2″ x 71⁄2″ bronze Benin sculpture of a queen with headdress and neckring mounted on 4″ x 8″ x 5″ wooden base with plaque engraved ‘‘With Compliments of (donor)’’,.,2003-07-08,350
http://www.state.gov/documents/organization/120686.pdf,2003,30.25,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Ra Jong-Yil, Senior Advisor to the President for National Security of the Republic of Korea.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Household: 71⁄2″ x 4″ silver Chilbo cloisonne vase with pastoral scene in pastel colors on truquoise background,.,2003-07-16,500
http://www.state.gov/documents/organization/120686.pdf,2003,30.259999999999998,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Jewelry: Damiani 18K gold and diamond (2.64 carats) ‘‘Snake’’ bracelet,.,2003-07-21,750
http://www.state.gov/documents/organization/120686.pdf,2003,30.27,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Ioan Talpes, Head No d of the National Security Depart. . ment and Chief of the Presidential Administration, Romania.",n-acceptance would cause embarrassment to donor and U.S. Government.,"Hardcover antique book: 8″ x 61⁄4″ x 2″ leatherboun ‘‘Historiam Evangelii . Renovati . . . Monumenta . . .’’, by Daniele Gerdesio, in Latin from 1744",.,2003-07-28,180
http://www.state.gov/documents/organization/120686.pdf,2003,31.31,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","The Honorable Chen Yunlin, Director, Taiwan Affairs Office cuChinese Communist Party and State Council. x",Non-acceptance would cause embarrassment to donor and U.S. Government.,Artwork: 8″ x 65⁄8″ x 4″ carved light green jade figural consisting of large fruit and reti lated monkey with a separate dark green round 81⁄2″ x 31⁄2″ 47⁄8″ jade stone base,.,2003-08-19,500
http://www.state.gov/documents/organization/120686.pdf,2003,31.32,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Brajesh Mishra, Principal Secretary to the Pri e Minister and National Security Advisor, India.",Non-acceptance would cause emme barrassment to donor and U.S. Government.,Desk accessory: 5″ x 31⁄2″ x 1″ Lalique Owl curved crystal desk clock with 3⁄4″ silver trim fac with owls in relief and signed ‘‘Lalique France’’,.,2003-09-23,435
http://www.state.gov/documents/organization/120686.pdf,2003,31.33,"Rice, Condoleezza, Assistant to the President for National Security Affairs.",y Their Majesties King Abdullah II erand Queen Rania al Abdullah of the Hasemite Kingdom of Jordan. nt,Non-acceptance would cause embarrassment to donor and U.S. Government.,Desk accessory: 51⁄2″ x 51⁄2″ ivor stationery held in a 6″ x 6″ st ling silver note pad holder engraved with Arabic characters,.,2003-12-04,350
http://www.state.gov/documents/organization/120686.pdf,2003,31.37,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","His Excellency Wen Jiabao, Premier of the State Council of t y People’s Republic of China.",Non-acceptance would cause emhe barrassment to donor and U.S. Government.,Artwork: 31″ x 151⁄2″ silk embroidered picture of five peonies and butterflies with calligraph in black in background; double matted and held in a 421⁄2″ x 231⁄2″ wood frame,.,2003-12-09,450
http://www.state.gov/documents/organization/120686.pdf,2003,31.38,"Rice, Condoleezza, Assistant to the President for National Security Affairs.",His Highness Sheikh Sabah AlAhmed Al-Jaber Al-Saba Prime Minister of the State of Kuwait.,"Non-acceptance would cause emh, barrassment to donor and U.S. Government.","Desk accessory: 18″ x 61⁄2″ x 13″ slate grey composite BRICS attache case with brown leather trim, combination lock, beige suede and dark brown leather interior desk compartment and silk lined luggage compartment",.,2003-12-19,390
http://www.state.gov/documents/organization/120686.pdf,2003,32.43,"Rice, Condoleezza, Assistant to the President for National Security Affairs.","Her Excellency Bouthai Shaaban, Minister of Expatriate id Affairs of the Syrian Arab Republic.",na Non-acceptance would cause embarrassment to donor and U.S. Government.,"Household: 23⁄4″ x 113⁄4″ x 75⁄8″ rectangular wooden box with fitted lid, decorated with inla geometric pattern in bone, ebony and other materials, with lacquer finish",.,2003-12-23,200
http://www.state.gov/documents/organization/120686.pdf,2003,32.45,"Tubb, Richard J., Col, USAF, Director, White House Medical Unit.","His Excellency Olusegu r Obasanjo, President of the Federal Republic of Nigeria.",n Non-acceptance would cause embarrassment to donor and U.S. Government.,"Clothing: 2 lengths of batik cloth (122″ x 50″) and (54″ x 50″) fo booboo robe in orange, indigo, white and turquoise",.,2003-07-12,275
http://www.state.gov/documents/organization/120687.pdf,2002,1.07,President,"His Excellency Leszek Miller, Prime Minister of the Republic of Poland.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Desk accessories: sterling silver and amber pen stand with silver border and outline of building; including a silver pen,.,2002-01-14,450
http://www.state.gov/documents/organization/120687.pdf,2002,1.09,President,"His Excellency Bulent Ecevit, Prime Minister of the Republic of Turkey. d r",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Softcover books (16): multi-volume set of the works of Turkish poet Mevlana Celaleddin; translated by Nevit O. Ergin. Leatherbound reproduction of the ‘‘Holy Koran’’, hand-lettere by Ahmed Karahisari in the sixteenth century; held in a leathe case",.,2002-01-16,990
http://www.state.gov/documents/organization/120687.pdf,2002,2.14,President,"His Excellency Valdas Adamkus, President of the Republic of Lithuania.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Artwork: 11″ x 11″ ‘‘Over the Horizon,’’ by Azuolas Vaitukaitis; gold-plated copper plaque etched with fields, with amber stone representing the sun; held in a black presentation case with plaque engraved to President George W. Bush",.,2002-01-17,600
http://www.state.gov/documents/organization/120687.pdf,2002,2.15,President,"His Excellency Hamid Karzai, Chairman of the Interim Authority of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Rug: 116″ x 84″ fringed wool and silk Afghan rug with multicolored pattern on gold background,.,2002-01-28,400
http://www.state.gov/documents/organization/120687.pdf,2002,2.17,President,"His Excellency Mikhail Kasyanov, Chairman of the Government of 4, the Russian Federation.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Artwork: 17″ x 12″ x 9″ metal sculpture of four people in a troika,.,2002-02-01,450
http://www.state.gov/documents/organization/120687.pdf,2002,2.18,President,"His Excellency Pervez Musharraf, President of the Islamic Republic of Pakistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Rug: 83″ x 56″ multi-colored Oriental rug, primarily in blue",.,2002-02-13,280
http://www.state.gov/documents/organization/120687.pdf,2002,2.22,President,"His Excellency Kim Dae-jung, President of the Republic of Korea.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Chunma-ch’ong Gold Crown (replica): 5th–6th century Silla Dynasty, National Treasure #188",.,2002-02-19,350
http://www.state.gov/documents/organization/120687.pdf,2002,3.26,President,"His Excellency Jiang Zemin, President of the People’s Republic of China.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Hardcover book: ‘‘30 Years of Sino-US Relations,’’ by Xiyuan Publishing House, China Intercontinental Press; inscribed by donor, and presented in goldcolored book box",.,2002-02-21,550
http://www.state.gov/documents/organization/120687.pdf,2002,3.2800000000000002,President,"His Excellency Joaquim Alberto Chissano, President of the Republic of Mozambique. st.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Artwork: 27″ carving of numerous connected figures, made from a single piece of ebony",.,2002-02-26,120
http://www.state.gov/documents/organization/120687.pdf,2002,3.29,President,"His Excellency Jose Eduardo dos Santos, President of the Republic of Angola.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Artwork: 28″ wooden carving of a male figure carrying a knife and balancing a vessel on his head; held in a red presentation case,.,2002-02-26,137
http://www.state.gov/documents/organization/120687.pdf,2002,3.33,President,"r His Excellency Mohamed Hosny Mubarak, President of the Arab Republic of Egypt.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Box: 7″ x 7″ x 13⁄4″ sterling silve box lined in blue velvet and engraved in Arabic on top; held in blue velvet presentation case,.,2002-03-05,500
http://www.state.gov/documents/organization/120687.pdf,2002,3.34,President,"His Excellency Islam Karimov, k President of the Republic of Uzbekistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Clothing: traditional Uzbeck attire consisting of a multi-colored sil scarf (49″ x 49″), a collapsible 6″ black leather hat with white design, and a navy blue velvet robe with elaborate gold embroidery",.,2002-03-12,750
http://www.state.gov/documents/organization/120687.pdf,2002,4.39,President,"His Excellency Bertie Ahern, Prime Minister of Ireland.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Bowl: 12″ Tipperary Crystal bowl, engraved with a St. Patrick’s Day message from Prime Minister Ahern on behalf of the Irish people",.,2002-03-13,321
http://www.state.gov/documents/organization/120687.pdf,2002,4.4,President,"His Excellency Jacques Chirac, President of the French Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Consumables: six bottles of 1990 Chateau La Lagune HautMedoc wine,.,2002-03-22,372
http://www.state.gov/documents/organization/120687.pdf,2002,4.41,President,"His Excellency Vicente Fox Quesada, President of the United Mexican States.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Vase: Olmeca vase of sterling silver with geometric design,.,2002-03-22,300
http://www.state.gov/documents/organization/120687.pdf,2002,4.42,President,"His Excellency Alejandro Toledo Manrique, President of the Republic of Peru.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Stirrups: pair of wooden stirrups (9″ x 9″ x 7″) with elaborate sil ver detail,.,2002-03-23,500
http://www.state.gov/documents/organization/120687.pdf,2002,4.45,President,"The Honorable Dr. Edmund Stoiber, Minister-President of the Free State of Bavaria.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Statue: 18″ white porcelain elephant,.,2002-04-12,400
http://www.state.gov/documents/organization/120687.pdf,2002,4.46,President,"Her Excellency Tarja Halonen, President of Finland.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Glassware: four pieces of Iittala glass designed by Alvar Aalto, including 6″ and 43⁄4″ vases, a 3″ bowl, and a 14″ platter",.,2002-04-16,690
http://www.state.gov/documents/organization/120687.pdf,2002,4.47,President,"His Excellency Rafiq al-Hariri, Prime Minister of the Republic of Lebanon.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Humidor: 121⁄2″ x 53⁄4″ x 91⁄4″ pol ished wood humidor with street scene painted on lid,.,2002-04-17,350
http://www.state.gov/documents/organization/120687.pdf,2002,5.52,President,"His Majesty Mohammed VI, King of Morocco.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Dagger: 17″ knife made of 18K gold with diamonds and rubies on ivory hilt; gold scabbard is elaborately detailed with diamonds and rubies,.,2002-04-23,200
http://www.state.gov/documents/organization/120687.pdf,2002,5.54,President,"His Excellency Simeon SaxeCoburg-Gotha, Prime Minister of the Republic of Bulgaria.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Icon: 51⁄2″ x 71⁄2″ painted wooden image of St. George slaying the dragon; held in a red velvet case,.,2002-04-23,300
http://www.state.gov/documents/organization/120687.pdf,2002,5.5600000000000005,President,"His Royal Highness Abdallah bin Abd al-Aziz Al Saud, Crown Prince, First Deputy Prime Minister and Commander of the National Guard of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Dagger: 10″ knife, with finely detailed 18K gold hilt and scabbard decorated with small diamonds; held in a green leather case with the Saudi Arabian coat of arms on lid",.,2002-04-25,350
http://www.state.gov/documents/organization/120687.pdf,2002,5.57,President,"His Excellency Hu Jintao, Vice President of the People’s Republic of china.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Vase: 11″ onion-shaped vase with blue and purple glaze and wooden stand; held in a silkcovered presentation case,.,2002-05-01,350
http://www.state.gov/documents/organization/120687.pdf,2002,5.58,President,"His Excellency Jose Maria Aznar, President of the Government of Spain and Mrs. Aznar.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Saddle: leather saddle with sheepskin cover and accompanying bridle, harness and stirrups",.,2002-05-02,125
http://www.state.gov/documents/organization/120687.pdf,2002,5.6,President,"His Excellency Sher Bahadur Deuba, Prime Minister of Nepal.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Vessel: 6″ silver cup with elaborate detailing and four colored stones on stem,.,2002-05-07,350
http://www.state.gov/documents/organization/120687.pdf,2002,5.61,President,"Their Majesties King Abdullah II, and Queen Rania al Abdullah.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Box: 11″ x 61⁄4″ x 2″ silver box lined with burled wood, with Jordanian seal and signature etched on lid; held in a red leather case",.,2002-05-08,"1,000"
http://www.state.gov/documents/organization/120687.pdf,2002,6.65,President,"His Excellency YAB Dato Seri Dr. Mahathir bin Mohamad, Prime Minister of Malaysia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Rice bowl: 71⁄2″ traditional silver ‘‘Bekas Nasi’’ (rice container) with lid and elaborate gold detailing; held in a green leather presentation case,.,2002-05-14,750
http://www.state.gov/documents/organization/120687.pdf,2002,6.67,President,"His Excellency Janez Drnovsek, Prime Minister of the Republic of Slovenia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Sword: ‘‘The Knight’s Saber of Peace’’, a 34″ stainless steel sword; held in a wooden presentation case",.,2002-05-17,500
