iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,mn_sat,tuition,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
285,13,1,26,2,11,21,9,9,6,17,268,0,-0.33,0,24,3,30,20,20,10,15,5,0,6,8,8,5,8,6,7,5,2,24,5,,,6,1,1,"10,025",,4,6,6,7,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,,20,20,25,25,5,5,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,8,10,10,8,10,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,0,5,30,20,10,10,20,10,9,9,9,9,9,7,1,2,,,,,,,30,10,20,20,10,10,30,10,20,20,10,10,30,10,20,20,10,10,9,9,9,9,9,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4,0,7,2,4,18,15,,6,5,98,0,0.13,0,39,2,40,20,15,20,0,5,1,10,10,10,,,,10,3,2,26,5,,,4,8,8,"8,003",,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,,,,,,,15,15,15,20,15,20,7,9,8,7,7,,,,,,0,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,5,0,9,2,2,16,12,,3,8,47,0,-0.05,1,30,2,20,20,25,25,5,5,1,6,7,5,5,5,2,6,5,2,25,11,,,2,10,2,"52,803","23,152.00",1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,4,20,20,15,15,15,15,,,,,,,30,15,10,20,10,15,7,9,7,8,6,,,,,,0,3,8,9,8,10,5,8,4,2,0,,,,,,,,,,,,3,1,2,,,,,,,35,15,10,15,10,15,,,,,,,,,,,,,8,8,8,8,6,,,,,,0,0,0,,,20,20,10,15,15,20,,,,,,,,,,,,,,,,,,,7,9,8,7,7,,,,,
23,3,0,5,2,2,16,3,,14,5,44,1,-0.17,0,24,2,25,15,25,25,15,15,1,8,8,8,10,7,8,8,8,1,21,3,,,4,9,6,0,,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,,,,,,,40,5,20,20,5,10,5,8,6,7,8,,,,,,1,7,7,7,6,6,9,9,10,1,3,,,,,,,,,,,,7,2,2,,,,,,,10,10,30,20,10,20,,,,,,,,,,,,,5,7,7,6,7,,,,,,0,0,0,,,25,10,30,15,10,10,,,,,,,,,,,,,,,,,,,5,7,8,6,8,,,,,
551,21,1,42,2,21,22,4,21,6,14,522,0,0.4,0,22,2,10,20,15,20,15,20,0,3,9,7,3,5,3,5,6,2,27,8,"1,400.00","26,019.00",1,2,1,"11,570","55,138.00",1,6,3,7,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,3,,40,20,20,20,0,0,25,5,20,20,15,15,60,0,0,40,0,0,7,8,3,8,5,7,9,9,2,4,1,7,7,8,4,7,5,7,6,0,3,,,,,,,,,,,,4,1,2,80,0,10,0,0,10,75,5,5,5,5,5,20,10,10,10,10,40,50,10,10,10,10,10,7,7,8,4,5,5,6,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,4,0,7,2,21,22,7,7,20,22,552,0,0.73,1,25,2,70,0,15,15,0,0,0,,,,,,,,,,,15,"1,280.00","27,350.00",2,1,1,"2,140",,1,3,2,6,1,1,1,8,9,10,8,0,9,9,6,10,9,7,10,5,5,,,20,20,20,20,5,15,50,5,5,20,10,10,50,5,5,20,10,10,7,8,8,7,7,7,6,6,7,6,0,,,,,,,,,,,,,,,,,,,,,,7,3,2,40,10,10,10,10,5,40,10,10,10,5,25,60,5,5,5,5,20,60,5,5,5,5,20,7,7,7,9,6,7,6,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,21,1,42,2,21,22,9,21,11,12,520,0,0.49,0,28,6,25,15,25,15,10,10,0,7,4,4,4,4,4,4,2,2,27,8,"1,400.00","26,019.00",1,2,1,"11,570","55,138.00",1,6,3,7,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,3,,40,20,20,20,0,0,25,5,20,20,15,15,60,0,0,40,0,0,7,8,3,8,5,7,9,9,2,4,0,5,6,7,7,6,5,8,3,0,3,,,,,,,,,,,,4,1,2,80,0,10,0,0,10,75,5,5,5,5,5,20,10,10,10,10,40,50,10,10,10,10,10,7,7,8,4,5,5,6,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,6,0,11,2,19,15,12,13,5,7,487,0,0.3,1,24,4,25,26,15,10,9,15,1,5,4,6,5,6,2,5,3,2,30,4,"1,450.00","25,917.00",4,8,8,"8,091",,2,5,3,4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,5,,15,15,25,10,15,20,25,10,15,15,15,20,25,10,15,15,15,20,7,8,8,9,9,7,8,8,7,7,0,4,8,8,4,5,4,3,3,0,2,7,6,9,7,8,10,6,7,7,6,7,2,3,2,35,10,20,10,10,15,25,10,20,10,15,20,30,15,10,15,10,20,30,15,10,20,10,15,7,8,8,8,8,6,6,8,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,14,0,27,2,11,21,19,19,13,2,274,0,0.52,0,24,3,30,10,20,20,10,10,0,4,3,2,0,4,2,2,4,2,32,1,"1,450.00","25,917.00",2,3,3,"10,538","73,073.00",4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,,15,5,45,10,15,10,40,5,20,15,2,18,68,5,10,10,2,5,7,9,7,10,10,6,10,10,4,7,0,5,6,6,4,4,3,5,1,0,0,45,10,10,15,10,10,3,3,9,3,9,2,1,2,,,,,,,50,1,19,1,9,10,60,2,10,10,3,15,60,2,10,10,3,15,4,7,9,4,10,4,5,10,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,11,1,22,2,7,16,1,15,3,8,149,0,0.13,0,28,2,8.51,19.15,19.15,19.15,19.15,14.89,0,4,7,8,4,7,,4,7,2,23,10,,,4,1,1,"90,031","22,439.00",1,4,2,10,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,,11.11,17.78,17.78,17.78,17.78,17.78,8,8,8,8,8,8,16.67,16.67,16.67,16.67,16.67,16.67,5,5,5,5,5,,,,,,0,5,6,6,6,6,6,6,5,0,5,15.56,17.78,17.78,17.78,13.33,17.78,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,5,1,10,2,19,15,14,4,11,11,476,1,-0.15,0,25,2,20,20,20,15,15,10,1,7,8,8,8,5,6,8,6,1,29,3,"1,402.00","27,240.00",1,4,3,"7,050",,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,,20,15,20,15,15,15,20,15,15,15,20,15,15,20,15,15,20,15,8,8,7,8,7,7,8,8,7,7,1,10,10,10,10,10,9,10,8,1,8,10,9,10,9,10,10,10,10,9,10,8,9,1,3,20,15,20,15,15,15,20,20,15,15,15,15,20,15,15,20,15,15,15,20,15,15,20,15,10,9,9,8,8,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,9,1,18,2,14,20,6,6,8,17,357,0,0.55,0,27,4,15,20,20,20,20,5,0,,,,,,,,,,25,3,"1,310.00","25,026.00",2,1,8,"46,818","31,148.00",2,5,3,3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,,17,18,28,27,5,5,65,0,8,15,0,12,50,5,10,20,5,10,6,9,9,10,7,6,9,10,9,7,0,,,,,,,,,,5,,,,,,,,,,,,9,1,2,,,,,,,22,15,20,22,11,10,40,10,10,15,5,20,30,10,10,20,10,20,7,9,10,9,7,6,8,10,9,7,5,1,1,1,1,30,15,25,20,5,5,70,5,5,10,5,5,40,5,10,15,5,25,30,5,15,20,20,10,6,9,10,9,7,6,9,10,8,7
383,5,0,9,2,15,19,8,8,13,7,403,0,0.37,1,22,2,20,25,20,15,5,15,1,5,7,6,6,,,6,5,2,27,9,"1,260.00","24,742.00",2,10,5,"1,040",,3,6,2,7,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4,4,,25,20,10,20,15,10,50,5,5,20,10,10,75,1,2,20,1,1,7,9,7,6,6,8,9,8,9,9,0,2,5,,,,,3,2,2,2,30,20,20,10,10,10,8,10,5,6,4,8,3,3,25,15,20,15,20,5,25,15,20,15,15,10,25,20,20,15,10,10,60,5,5,20,5,5,6,8,5,7,6,7,7,6,5,4,2,4,1,1,1,25,15,15,15,15,15,20,25,25,10,15,5,25,5,10,30,10,5,40,5,10,30,10,5,7,8,5,6,4,7,8,6,7,5
310,3,1,6,2,12,14,12,12,8,3,296,0,0.55,1,28,2,15,20,35,15,5,10,0,6,5,5,3,1,3,2,1,2,25,5,"1,400.00","26,630.00",2,7,8,"10,021","55,080.00",1,3,1,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,6,,24,15,20,20,8,13,25,10,18,22,13,12,21,17,16,15,13,18,7,6,8,7,4,7,5,9,7,5,0,6,8,8,7,6,6,5,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,14,0,27,2,21,22,4,4,1,9,539,1,0.57,1,22,2,30,10,20,15,15,10,1,9,6,10,9,8,8,8,10,1,22,1,"1,400.00","25,425.00",2,3,6,"19,087","71,787.00",1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,,10,20,15,20,15,20,10,20,15,20,15,20,20,15,15,20,10,20,7,7,7,9,8,8,7,9,9,9,1,6,4,8,10,7,8,8,9,1,4,,,,,,,,,,,,7,3,2,20,10,10,30,0,30,15,15,20,20,10,20,15,15,20,20,10,20,20,15,20,20,10,15,7,8,9,9,7,8,7,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,8,1,16,2,15,18,16,17,18,6,384,1,0.11,1,23,2,20,20,20,20,20,0,1,10,10,9,10,10,7,5,9,2,23,5,,,2,1,4,"78,230",,2,5,2,7,10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,7,,25,14,25,25,3,8,27,10,20,25,4,14,10,16,24,24,20,6,6,9,7,8,8,8,6,8,7,6,1,9,7,7,8,7,,9,7,2,6,25,11,23,23,19,9,6,8,8,8,9,5,1,3,22,12,20,24,12,10,27,10,25,25,6,7,30,12,14,20,12,12,30,20,20,20,10,10,7,9,9,8,8,9,6,8,8,7,0,2,1,1,2,22,25,22,22,5,4,27,15,22,22,5,9,25,5,25,25,5,15,25,10,25,25,10,5,8,8,9,8,9,9,7,7,8,7
468,3,0,5,2,19,15,6,6,4,12,492,1,0.16,1,30,6,30,0,30,30,10,0,1,10,10,10,10,10,2,10,5,2,25,13,"1,290.00","21,645.00",6,5,2,"48,302","89,977.00",1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,,15,25,15,15,15,15,25,15,15,15,20,10,30,15,20,15,10,10,8,9,6,8,8,8,9,8,7,8,1,9,8,8,8,8,8,7,6,0,2,6,8,7,7,7,4,8,9,7,7,6,5,3,3,10,20,30,15,15,10,15,25,15,20,15,10,20,25,15,10,20,10,30,15,15,20,10,10,8,9,8,7,8,7,8,8,8,8,2,2,1,1,1,15,20,20,15,15,15,15,20,20,15,15,15,20,20,15,15,20,10,30,15,15,20,10,10,9,9,8,7,9,7,8,8,7,8
350,10,0,19,2,14,18,3,3,2,11,371,0,0.22,1,27,2,40,0,10,50,0,0,1,7,8,7,6,5,5,7,10,2,31,10,"1,014.00","11,132.00",2,9,5,"7,760",,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,8,7,7,7,5,5,5,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,18,1,36,2,4,18,3,,4,14,89,0,0.08,0,27,2,25,15,20,20,20,0,0,7,10,10,9,9,6,8,5,2,27,8,,,4,7,1,"1,114",,5,5,1,7,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,1,20,20,20,20,10,10,,,,,,,25,20,15,15,10,15,5,8,5,8,5,,,,,,0,7,7,6,6,8,7,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,15,1,30,2,14,20,8,8,9,3,343,0,-0.07,1,32,2,5,25,20,10,15,25,0,,,,,,,,,,27,8,990,"10,096.00",2,3,2,0,,1,3,1,1,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,5,,30,20,15,15,8,12,23,15,15,15,27,5,30,10,10,15,25,10,8,9,9,8,9,9,8,8,8,9,0,,,,,,,,,,6,,,,,,,,,,,,4,3,2,,,,,,,35,12,10,20,5,18,40,10,5,20,5,20,25,15,15,15,20,10,8,9,8,9,9,8,8,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,10,1,20,2,14,20,12,12,8,12,352,0,0.16,0,29,6,20,20,20,10,10,20,1,9,7,8,8,7,8,9,7,2,28,8,"1,360.00","26,062.00",2,7,4,"11,363","55,704.00",3,4,1,7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,8,6,9,9,9,0,3,8,7,1,5,1,3,2,0,2,,,,,,,,,,,,6,3,2,,,,,,,50,5,15,10,15,5,40,10,10,5,15,10,40,10,10,10,20,10,8,7,8,9,10,8,7,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,6,1,12,2,2,19,13,,11,6,26,0,-0.06,1,23,2,20,20,20,15,15,10,0,4,7,6,1,4,3,2,2,2,28,8,,,2,6,6,"10,012",,2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,7,25,15,25,15,0,20,,,,,,,20,20,20,10,10,20,7,8,6,8,7,,,,,,1,7,6,8,7,6,7,8,7,2,9,,,,,,,,,,,,7,3,3,,,,,,,25,25,0,25,0,25,,,,,,,,,,,,,7,8,8,6,7,,,,,,0,0,0,,,30,20,20,10,10,10,,,,,,,,,,,,,,,,,,,7,7,10,5,7,,,,,
244,2,1,4,1,10,9,5,5,1,7,240,0,-0.31,0,26,4,10,30,30,10,10,10,1,7,7,6,6,5,5,6,6,2,28,8,"1,155.00","13,258.00",2,8,9,,,2,5,3,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,,20,20,20,10,10,20,40,10,10,30,5,5,20,20,10,20,20,10,7,10,7,10,10,7,9,10,8,9,0,8,6,8,10,9,2,3,3,0,1,20,30,20,10,10,10,8,9,9,7,10,7,1,3,,,,,,,20,20,20,15,10,15,50,10,10,10,10,10,30,20,10,15,15,10,8,8,9,7,9,7,7,8,7,10,1,1,1,1,,25,25,20,10,5,15,25,25,15,15,10,10,50,10,10,10,10,10,40,15,15,15,5,10,7,9,8,8,9,7,7,8,7,7
534,4,1,8,2,21,22,18,15,4,8,516,0,0.12,0,27,4,58,5,8,10,7,12,0,5,8,7,5,6,6,4,5,2,24,5,,,6,1,1,,,3,5,6,5,7,9,3,9,9,8,6,7,7,7,3,6,7,8,7,4,1,9,,30,30,30,5,2,3,30,15,15,15,15,10,25,25,25,10,10,5,7,9,8,9,5,8,8,8,8,7,1,7,8,8,8,7,8,9,8,0,3.4,,,,,,,,,,,,7,1,2,40,10,30,10,5,5,40,10,20,10,5,15,30,30,10,10,10,10,20,30,10,20,15,5,7,7,9,8,7,8,7,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,12,0,23,2,15,19,18,18,1,10,406,0,0.56,1,27,4,20,20,20,20,20,0,0,2,4,4,5,4,4,2,6,2,30,9,"1,430.00","26,908.00",4,1,10,0,,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,,10,20,20,10,10,30,20,20,20,20,10,10,10,20,20,10,10,30,8,8,8,8,8,8,8,8,8,8,1,8,10,10,8,8,,8,8,2,10,10,20,20,10,10,30,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,18,1,36,2,11,21,15,15,13,13,264,0,0.41,1,26,2,15,15,25,20,5,20,0,5,6,7,7,7,5,6,4,2,34,10,,,2,2,6,,,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,,30,10,30,10,5,15,30,30,10,20,5,5,15,5,20,30,25,5,5,4,5,10,9,5,7,10,5,7,0,3,5,7,5,7,4,3,2,0,2,30,10,30,10,5,15,5,4,10,5,9,5,1,3,,,,,,,30,10,30,10,5,15,30,20,10,30,5,5,20,5,20,25,25,5,5,4,10,5,9,5,7,10,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,19,0,37,2,21,22,13,13,13,11,541,0,0.2,0,23,4,40,30,0,20,0,10,0,4,9,8,6,7,5,3,1,2,24,11,"1,290.00","15,309.00",6,5,5,"90,034","32,386.00",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,,50,20,10,5,10,5,60,5,5,10,5,10,70,5,5,5,10,5,10,10,10,10,10,8,7,9,7,7,0,3,7,7,2,8,2,5,3,0,0,,,,,,,,,,,,5,1,2,40,10,10,10,10,20,25,10,10,10,10,35,40,10,10,10,10,20,50,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,11,0,21,2,7,16,12,12,14,11,168,0,0.22,1,23,4,11.11,17.78,17.78,17.78,17.78,17.78,1,7,7,7,7,7,6,7,7,2,27,13,,,4,2,3,0,,1,4,3,2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,,14,20,20,14,18,14,7,9,7,7,7,5,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8,,,,,,0,4,7,7,6,7,5,6,7,0,1,,,,,,,,,,,,4,3,3,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,6,9,7,8,7,6,23.26,13.95,16.28,20.93,11.63,13.95,8,7,9,8,8,,,,,,0,1,0,,,15.22,17.39,17.39,15.22,17.39,17.39,,,,,,,8,9,6,8,8,5,9,6,8,8,5,,7,8,9,9,8,,,,,
15,5,1,10,1,1,10,1,,1,9,9,1,-0.01,0,26,6,20,10,20,30,10,10,1,5,10,8,8,5,5,5,5,2,24,1,,,3,3,1,"33,183","36,782.00",1,4,1,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,9,30,10,20,10,10,20,,,,,,,20,20,20,20,10,10,7,7,7,9,9,,,,,,1,7,9,8,9,7,7,7,8,2,,,,,,,,,,,,,8,2,1,,,,,,,21.21,18.18,12.12,21.21,6.06,21.21,,,,,,,,,,,,,7,7,9,7,9,,,,,,3,0,0,,,30,10,20,20,5,15,,,,,,,,,,,,,,,,,,,7,7,9,7,9,,,,,
46,7,1,14,2,2,19,5,,7,1,21,0,0.22,0,21,4,12,18,20,16,16,18,0,6,8,8,6,8,5,8,2,2,26,8,,,2,2,3,"21,020",,2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,8,20,35,20,10,10,5,,,,,,,20,20,20,25,5,10,7,8,5,7,7,,,,,,0,6,7,10,8,9,8,8,6,2,4,,,,,,,,,,,,8,3,2,,,,,,,75,5,5,5,5,5,,,,,,,,,,,,,8,7,7,8,7,,,,,,1,0,0,,,70,10,10,10,0,0,,,,,,,,,,,,,,,,,,,8,8,8,7,7,,,,,
248,6,1,12,1,10,9,6,6,1,6,239,0,0.15,0,34,2,10,25,20,20,5,20,1,8,8,7,8,9,6,8,4,2,27,8,"1,360.00","26,062.00",6,1,1,"92,037","49,841.00",1,4,1,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,25,15,20,20,15,5,35,5,15,30,5,10,20,15,15,25,20,5,5,6,8,8,8,5,8,6,8,7,0,6,7,8,6,3,4,6,4,0,2,20,10,15,20,20,15,6,7,7,8,8,7,3,3,,,,,,,20,10,10,20,15,15,30,10,20,25,10,5,20,10,20,20,20,10,5,6,8,7,8,6,7,7,8,6,2,0,1,2,,25,10,20,20,15,10,25,5,25,25,15,5,25,15,10,25,10,15,20,15,15,25,20,5,6,6,8,8,9,6,7,7,8,5
523,15,0,29,2,21,22,5,5,18,22,552,0,0.35,0,25,2,70,0,15,15,0,0,0,2,7,9,8,7,8,6,6,2,27,9,,,4,3,2,"10,027",,2,4,3,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1,9,,10,25,20,20,5,20,45,5,15,20,0,15,10,25,20,20,5,20,6,9,8,9,6,6,8,8,6,6,1,7,2,6,5,8,3,7,2,0,,,,,,,,,,,,,4,1,3,20,20,15,30,0,15,20,25,20,25,0,10,45,20,5,20,0,10,45,20,5,20,0,10,8,8,10,8,9,6,6,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1,1,2,2,7,16,7,9,15,15,156,0,0.49,0,30,1,14,18,16,18,18,16,0,4,7,10,3,10,3,3,3,2,23,10,,,2,3,4,"10,301","37,248.00",4,6,2,2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,,19.05,19.05,19.05,19.05,9.52,14.29,9,7,6,7,4,8,15.22,19.57,19.57,19.57,8.7,17.39,7,9,7,9,6,,,,,,1,9,8,8,8,7,6,8,5,0,4,20.93,16.28,18.6,18.6,11.63,13.95,6,8,9,7,6,8,1,2,,,,,,,17.78,20,20,17.78,11.11,13.33,9,8,6,7,5,7,15.22,19.57,19.57,17.39,10.87,17.39,6,9,9,7,6,,,,,,0,0,0,,,16.28,18.6,18.6,16.28,11.63,18.6,,,,,,,9,7,7,9,7,7,8,8,8,9,7,,7,8,9,8,7,,,,,
126,5,1,10,1,5,10,1,,8,4,115,0,0.4,1,21,2,20,10,30,20,15,5,0,6,10,10,8,10,6,8,8,2,22,7,,,2,7,5,"10,021","55,080.00",4,6,3,4,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,25,40,15,10,5,5,,,,,,,20,20,15,20,15,10,9,10,9,9,9,,,,,,0,5,7,6,6,6,5,5,5,2,1,,,,,,,,,,,,6,1,3,,,,,,,20,20,20,30,0,10,,,,,,,,,,,,,8,10,9,9,9,,,,,,2,2,1,,1,20,25,15,15,10,15,,,,,,,,,,,,,,,,,,,9,10,9,10,9,,,,,
8,8,0,15,1,1,10,10,,4,7,17,0,0.05,1,30,2,35,15,25,10,5,10,0,6,4,7,5,6,4,4,4,2,25,13,,,2,1,1,0,,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6,10,9.09,18.18,27.27,18.18,18.18,9.09,,,,,,,30,10,20,30,5,5,7,4,8,8,8,,,,,,1,6,7,8,5,7,7,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,7,1,12,1,20,6,5,6,6,3,498,0,-0.35,0,25,2,18,18,18,18,18,10,0,3,10,9,7,8,5,7,5,2,24,2,"1,267.00","10,332.00",4,1,1,"32,304","12,416.00",5,7,3,2,10,9,10,9,9,8,7,4,5,8,5,7,6,6,8,3,2,5,,20,20,20,20,20,0,35,10,20,20,5,10,30,10,10,30,10,10,7,8,7,8,7,6,10,9,7,6,1,7,8,9,6,8,5,7,5,0,0,7,9,8,9,7,5,7,1,8,7,7,4,1,3,10,25,20,25,5,15,20,20,20,20,10,10,35,10,30,10,5,10,40,10,20,20,5,5,7,9,8,7,6,6,8,9,7,5,0,0,0,,,30,20,20,20,5,5,40,10,20,30,0,0,40,10,20,20,5,5,40,10,10,20,10,10,6,9,8,7,5,7,10,9,7,6
524,16,0,31,2,21,22,11,11,2,22,552,1,0.59,0,25,2,70,0,15,15,0,0,1,8,7,8,8,,,7,6,2,25,4,"1,430.00","26,908.00",4,9,6,"48,306","72,412.00",2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,6,,15,20,25,20,10,10,30,10,15,20,15,10,35,10,15,20,10,10,5,9,7,8,7,5,9,9,7,7,1,8,6,7,7,6,4,5,2,0,3,,,,,,,,,,,,8,3,3,20,25,25,15,10,5,20,20,20,15,15,10,25,15,15,20,10,15,25,15,15,20,10,15,6,10,8,8,8,5,9,8,7,8,2,3,1,1,1,15,15,20,15,20,15,20,20,20,15,15,10,30,10,10,20,10,20,35,10,15,20,10,10,6,9,8,8,8,6,9,8,7,9
