number_people,timestamp,day_of_week,is_weekend,is_holiday,apparent_temperature,temperature,is_start_of_semester
83,68410,1,0,0,66.25,66.25,0
52,76814,4,0,0,55.49,55.49,0
63,75617,1,0,0,55.73,55.73,0
1,20411,5,1,0,41.27,44.3,0
30,42611,3,0,0,62.2,62.2,0
48,64814,6,1,0,52.8,52.8,0
30,50413,6,1,0,52.43,52.43,0
67,75615,4,0,0,53.27,53.27,0
45,51612,1,0,0,62.95,62.95,0
48,31214,3,0,0,61.45,61.45,0
56,54016,2,0,0,66.38,66.38,0
34,49216,3,0,0,65.52,65.52,0
4,24014,5,1,0,53,53,0
22,1214,2,0,0,47.89,49.28,0
0,22812,5,1,0,45.8,47.51,0
48,55211,3,0,0,59.23,59.23,0
75,69613,2,0,0,65.39,65.39,0
32,1212,0,0,0,56.59,56.59,0
59,70213,5,1,0,62.25,62.25,0
48,70818,3,0,0,56.73,56.73,0
51,55212,5,1,0,58.19,58.19,0
21,28814,2,0,0,46.09,47.69,0
28,78016,5,1,0,58.51,58.51,0
57,50417,5,1,0,54,54,0
44,49816,1,0,0,59.87,59.87,0
81,78614,1,0,0,59.73,59.73,0
46,37215,0,0,0,58.27,58.27,0
45,42018,0,0,0,59,59,0
79,75617,1,0,0,65.49,65.49,0
75,81613,6,1,0,60.28,60.28,0
30,64217,3,0,0,50.39,50.39,0
47,39623,2,0,0,73.15,73.15,0
54,27097,3,0,0,52.96,52.96,1
20,83712,2,0,0,66.24,66.24,0
1,67813,3,0,0,52.04,52.04,0
6,28817,6,1,0,44.34,48.96,1
48,48014,2,0,0,72.42,72.42,0
27,28215,3,0,0,51.22,51.22,0
47,41416,2,0,0,73.15,73.15,0
74,60012,3,0,0,72.08,72.08,0
16,30309,3,0,0,62.24,62.24,0
32,81012,5,1,0,62.24,62.24,0
1,26409,5,1,0,62.24,62.24,0
50,56416,1,0,0,68.01,68.01,0
57,18,1,0,0,52.78,52.78,0
14,22812,4,0,0,60.83,60.83,0
57,49818,4,0,0,55.76,55.76,0
51,63615,0,0,0,58.73,58.73,0
42,33614,3,0,0,58.49,58.49,0
13,3614,4,0,0,69.28,69.28,1
0,22813,5,1,0,51.53,51.53,0
36,34815,4,0,0,53.93,53.93,0
66,55815,1,0,0,58.97,58.97,1
81,40811,0,0,0,77.46,77.46,1
61,77413,4,0,0,53.24,53.24,0
0,19839,0,0,0,50.82,50.82,0
46,45015,6,1,0,57.73,57.73,0
1,19815,1,0,0,54.97,54.97,0
37,60015,0,0,0,59,59,0
56,50413,5,1,0,61.61,61.61,0
25,76811,5,1,0,69.48,69.48,0
100,75619,1,0,0,59.73,59.73,0
0,19814,2,0,0,42.49,42.49,0
9,21622,1,0,0,50.24,50.24,0
57,40813,0,0,1,56.51,56.51,1
48,34813,4,0,0,64.5,64.5,0
2,21014,6,1,0,57.73,57.73,0
93,75614,0,0,0,65,65,0
45,35413,0,0,0,56.36,56.36,0
36,27013,2,0,0,58.24,58.24,0
0,24613,6,1,0,64.96,64.96,0
50,48615,1,0,0,55.45,55.45,0
53,50416,4,0,0,72.26,72.26,0
70,64215,0,0,0,68.93,68.93,0
41,37214,0,0,0,56.28,56.28,0
80,57617,4,0,0,54.72,54.72,0
29,27614,0,0,0,59.88,59.88,0
55,42015,2,0,0,59.37,59.37,0
55,58814,5,1,0,58.31,58.31,0
40,34216,4,0,0,60.42,60.42,0
37,63616,3,0,0,50.39,50.39,0
29,44410,3,0,0,52.73,52.73,0
50,38414,1,0,0,65.73,65.73,0
46,43216,1,0,0,70,70,0
44,44417,3,0,0,61.04,61.04,0
50,73814,5,1,0,58,58,0
66,34212,4,0,0,61.8,61.8,1
74,51614,5,1,0,55.97,55.97,1
0,1809,5,1,0,66.76,66.76,0
16,23414,1,0,0,50.1,50.1,1
75,77422,2,0,0,58.01,58.01,0
27,55213,6,1,0,53.58,53.58,0
26,75617,6,1,0,51.28,51.28,0
95,76811,0,0,0,64.04,64.04,0
59,85813,0,0,0,62,62,0
74,63013,4,0,0,54.7,54.7,0
55,57617,5,1,0,54.77,54.77,1
71,69615,2,0,0,61.66,61.66,0
32,71413,5,1,0,51.53,51.53,0
2,21017,2,0,0,42.49,42.49,0
27,50413,0,0,0,70.18,70.18,0
61,74415,6,1,0,51,51,1
71,64219,6,1,0,54.77,54.77,1
1,19814,4,0,0,53.66,53.66,0
26,81613,5,1,0,67.75,67.75,0
24,81610,6,1,0,68.85,68.85,0
45,1212,1,0,0,55.45,55.45,0
20,14,0,0,0,62.73,62.73,0
117,60013,4,0,0,68.05,68.05,1
40,72019,5,1,0,58,58,0
36,44413,3,0,0,51.91,51.91,0
27,31213,5,1,0,59.1,59.1,0
33,71416,5,1,0,69.78,69.78,0
36,35416,3,0,0,57.91,57.91,0
38,52212,5,1,0,62.04,62.04,0
47,39015,6,1,0,59.01,59.01,0
31,53417,4,0,0,58,58,0
54,56417,2,0,0,81.52,81.52,0
49,30613,2,0,0,62.55,62.55,0
34,42614,5,1,0,57.78,57.78,0
73,28,3,0,0,53.82,53.82,0
38,30015,2,0,0,56.73,56.73,0
0,24017,3,0,0,38.38,40.78,0
43,75615,4,0,0,55.49,55.49,0
53,81621,6,1,0,62.24,62.24,0
49,66012,5,1,0,59.28,59.28,0
60,69610,0,0,0,63.04,63.04,0
38,30613,2,0,0,71.08,71.08,0
0,78613,3,0,0,43.85,47.27,0
1,22812,6,1,0,57.73,57.73,0
32,39613,0,0,0,67.81,67.81,0
0,1210,5,1,0,41.55,45.32,0
24,48012,6,1,0,55.18,55.18,0
40,41408,4,0,0,66.68,66.68,0
42,70815,5,1,0,58.8,58.8,0
0,22811,3,0,0,50.24,50.24,0
49,81016,0,0,0,44.79,48.51,0
37,48639,1,0,0,58.45,58.45,0
71,81615,1,0,0,66.64,66.64,0
26,2412,4,0,0,61.13,61.13,0
1,73813,4,0,1,43.34,45.8,0
29,31813,5,1,0,52.19,52.19,0
18,39617,4,0,0,58.42,58.42,0
1,20413,0,0,0,67.91,67.91,0
67,73219,2,0,0,60.97,60.97,0
41,58813,5,1,0,58.24,58.24,0
55,49815,0,0,0,62.45,62.45,0
2,84012,4,0,0,64.26,64.26,0
12,26108,3,0,0,62.22,62.22,0
82,76812,0,0,0,58,58,0
65,74413,1,0,0,55.14,55.14,0
83,67814,2,0,0,66.05,66.05,0
75,81020,0,0,0,56,56,0
31,39618,0,0,0,54.93,54.93,0
58,76826,5,1,0,53.04,53.04,1
0,23411,6,1,0,54,54,0
31,45014,6,1,0,71.56,71.56,0
35,80413,2,0,0,57.04,57.04,0
26,24614,1,0,0,61.53,61.53,0
46,57616,2,0,0,58.97,58.97,0
0,1213,3,0,0,43.52,45.54,0
1,1812,5,1,0,65.8,65.8,1
35,60619,6,1,0,53.24,53.24,0
43,37211,3,0,0,59.22,59.22,0
40,28819,1,0,0,68.47,68.47,0
29,28214,3,0,0,41.42,45.61,0
30,45614,0,0,1,67.6,67.6,0
6,85215,6,1,0,51.01,51.01,0
7,21614,2,0,0,51.51,51.51,0
83,61215,3,0,0,74.34,74.34,0
76,55812,5,1,0,72.15,72.15,1
35,27616,1,0,0,56.77,56.77,0
74,79222,0,0,0,62.05,62.05,0
42,38414,5,1,0,61.49,61.49,0
27,73813,5,1,0,60.11,60.11,0
19,3016,3,0,0,53.73,53.73,1
70,66613,5,1,0,71.8,71.8,0
51,71415,2,0,0,68.53,68.53,1
34,57614,6,1,0,57.45,57.45,0
0,27612,6,1,0,42.72,46.46,0
51,63615,6,1,0,56.77,56.77,0
46,52213,3,0,0,66.66,66.66,0
0,23413,5,1,0,61.73,61.73,0
66,49819,1,0,0,59.98,59.98,1
49,71413,5,1,0,58.24,58.24,0
51,57616,5,1,0,62.99,62.99,0
41,56415,5,1,0,50.53,50.53,0
48,42619,0,0,0,59,59,0
9,21614,4,0,0,60.77,60.77,0
62,43216,3,0,0,65.01,65.01,1
0,3013,4,0,0,45.4,49.51,0
43,54020,2,0,0,56.53,56.53,0
43,36015,0,0,0,49.28,49.28,0
71,66617,1,0,0,60.32,60.32,0
23,2419,0,0,0,59.49,59.49,0
29,56413,6,1,0,65.97,65.97,0
64,51611,5,1,0,72.92,72.92,1
50,40812,3,0,0,64.7,64.7,0
2,19820,4,0,0,61.12,61.12,0
94,68422,5,1,0,70.55,70.55,1
34,50414,6,1,0,65.97,65.97,0
28,39318,5,1,0,62.96,62.96,0
38,41421,2,0,0,55.2,55.2,0
5,22814,1,0,0,51.77,51.77,0
43,45617,5,1,0,59,59,0
124,64743,4,0,0,70.13,70.13,0
11,21614,0,0,0,58.49,58.49,0
43,51614,3,0,0,63.15,63.15,0
32,37813,5,1,0,70.36,70.36,0
30,36010,6,1,0,63.58,63.58,0
99,63016,4,0,0,54.24,54.24,0
53,55213,2,0,0,59.99,59.99,0
66,42617,5,1,0,56.46,56.46,1
79,61215,0,0,0,55.05,55.05,0
2,84612,5,1,0,62.24,62.24,0
44,38416,0,0,0,56.28,56.28,0
111,61216,4,0,0,67.01,67.01,1
55,33612,1,0,0,49.73,49.73,0
58,48015,3,0,0,61.68,61.68,0
1,27613,5,1,0,60,60,0
35,28214,3,0,0,62.55,62.55,0
48,33612,1,0,0,69.49,69.49,0
32,78621,6,1,0,52.35,52.35,0
63,39614,1,0,0,60.74,60.74,0
48,55812,0,0,0,69.22,69.22,0
7,21027,0,0,0,60.73,60.73,0
60,67212,6,1,0,58.72,58.72,0
38,75015,0,0,0,50.73,50.73,0
65,63013,2,0,0,65.62,65.62,0
31,1813,2,0,0,60.24,60.24,0
27,31812,6,1,0,53.87,53.87,0
1,20413,3,0,0,62.27,62.27,0
41,37217,2,0,0,70.46,70.46,0
81,80411,1,0,0,59.73,59.73,0
70,82216,1,0,0,63.64,63.64,0
53,53415,4,0,0,59.15,59.15,0
69,81614,2,0,0,58.53,58.53,0
58,84613,3,0,0,54.72,54.72,0
51,54014,3,0,0,67.45,67.45,0
35,52814,6,1,0,58,58,0
55,33611,3,0,0,68.41,68.41,0
29,39020,0,0,0,53.7,53.7,0
56,54017,1,0,0,66.93,66.93,0
1,19213,5,1,0,55.73,55.73,0
51,60623,0,0,0,55.95,55.95,0
41,36015,0,0,1,63.9,63.9,0
31,34208,5,1,0,63.53,63.53,0
46,61238,6,1,0,66.73,66.73,0
53,41416,6,1,0,58.73,58.73,0
23,40811,3,0,0,51.49,51.49,0
56,45619,2,0,0,57.42,57.42,1
77,73211,6,1,0,75.79,75.79,0
42,54015,1,0,0,61,61,0
3,21014,3,0,0,63,63,0
68,78013,3,0,0,53.04,53.04,0
0,1812,5,1,0,51.67,51.67,0
39,34814,3,0,0,64.91,64.91,0
20,27616,3,0,0,44.36,48.03,0
13,54013,6,1,0,46.77,46.77,0
11,23414,2,0,0,50.24,50.24,0
71,59413,1,0,0,67.02,67.02,1
24,45008,3,0,0,65.95,65.95,0
15,3615,3,0,0,63.24,63.24,1
82,66013,0,0,0,56.22,56.22,1
1,31213,4,0,1,39.63,42.86,0
48,49214,6,1,0,66.42,66.42,0
85,67816,0,0,0,56.73,56.73,0
86,79221,2,0,0,64.22,64.22,1
54,56413,2,0,0,70.23,70.23,0
35,31216,0,0,0,52.97,52.97,0
13,26412,0,0,1,62.52,62.52,0
87,64231,1,0,0,57.28,57.28,1
0,19814,6,1,0,51,51,0
31,37212,6,1,0,57.55,57.55,0
37,33611,6,1,0,70.16,70.16,0
0,25213,6,1,0,55.51,55.51,0
44,55216,1,0,0,54.73,54.73,0
1,24014,6,1,0,57.73,57.73,0
5,21616,1,0,0,47.77,49.1,0
42,52819,3,0,0,60.61,60.61,0
55,40812,6,1,0,60.96,60.96,0
5,21619,3,0,0,56.9,56.9,0
48,54020,1,0,0,68.53,68.53,1
32,49215,6,1,0,60.3,60.3,0
43,55212,1,0,0,71.27,71.27,0
47,35415,1,0,0,60.27,60.27,0
62,73814,6,1,0,51,51,1
57,35413,3,0,0,66.57,66.57,1
55,71413,5,1,0,61.04,61.04,0
40,46214,6,1,0,66.42,66.42,0
69,70213,5,1,0,55.53,55.53,0
0,82813,0,0,0,58.28,58.28,0
61,31213,0,0,0,63.45,63.45,0
0,14,5,1,0,51.27,51.27,0
61,69611,2,0,0,64.8,64.8,0
47,76816,4,0,0,58.46,58.46,0
60,81014,2,0,0,56,56,0
55,45615,4,0,0,63.87,63.87,0
36,80409,5,1,0,62.24,62.24,0
45,56413,3,0,0,59.23,59.23,0
4,27612,6,1,0,52.19,52.19,0
1,22812,6,1,0,45.93,48.3,0
67,71415,1,0,0,46.06,48,0
3,19207,4,0,0,63.53,63.53,0
38,81009,5,1,0,63.24,63.24,0
34,1214,3,0,0,55,55,0
3,84009,5,1,0,62.53,62.53,0
84,73814,0,0,0,55.24,55.24,1
62,85215,1,0,0,64.24,64.24,0
28,53412,3,0,0,68.65,68.65,0
50,60013,6,1,0,64.47,64.47,0
51,43215,4,0,0,58.37,58.37,0
44,1212,3,0,0,61.73,61.73,0
32,24614,4,0,0,50.78,50.78,0
0,84611,5,1,0,48.33,49.27,0
38,48614,6,1,0,55.64,55.64,0
99,69616,1,0,0,55.24,55.24,1
0,20415,0,0,0,55.49,55.49,0
48,57614,2,0,0,70.74,70.74,0
31,30015,1,0,0,57.66,57.66,0
54,58815,0,0,0,68.48,68.48,0
71,70814,3,0,0,64.05,64.05,0
40,66613,1,0,0,56.04,56.04,0
4,21616,2,0,0,54.03,54.03,0
0,25212,6,1,0,54,54,0
81,63014,4,0,0,57.53,57.53,1
38,42013,6,1,0,62.17,62.17,0
64,37213,5,1,0,55.42,55.42,1
56,77417,3,0,0,55,55,0
88,80418,1,0,0,57.99,57.99,0
1,19212,5,1,0,46.33,48.47,0
11,22813,3,0,0,53.86,53.86,0
43,39014,1,0,0,58.39,58.39,0
58,41413,0,0,0,54.45,54.45,0
27,1812,1,0,0,59.97,59.97,0
37,60613,5,1,0,53.8,53.8,0
58,64222,6,1,0,59,59,0
73,63630,2,0,0,58.46,58.46,0
50,63014,0,0,0,55.43,55.43,0
41,50421,3,0,0,53.24,53.24,0
54,45613,6,1,0,66.17,66.17,0
52,69612,6,1,0,51,51,0
30,81014,3,0,0,57.51,57.51,0
59,82815,3,0,0,58.46,58.46,0
73,68414,1,0,0,51.79,51.79,0
34,40813,0,0,1,65.75,65.75,0
0,25213,0,0,0,40.81,40.81,0
7,23413,2,0,0,40.65,44.27,0
54,85213,3,0,0,69.77,69.77,1
38,55814,3,0,0,52.27,52.27,0
14,84012,4,0,0,55,55,0
44,44414,0,0,0,60,60,0
22,26415,3,0,0,53.62,53.62,0
49,41414,4,0,0,57.74,57.74,0
93,52815,4,0,0,69.52,69.52,0
35,40812,5,1,0,54.42,54.42,0
5,22506,3,0,0,62.28,62.28,0
51,81013,5,1,0,53.24,53.24,1
4,84013,5,1,0,56.76,56.76,0
11,31214,6,1,0,56.96,56.96,0
62,67813,4,0,0,65.8,65.8,1
26,54016,3,0,0,51.97,51.97,0
58,44412,1,0,0,60.47,60.47,0
23,2415,3,0,0,57,57,0
23,24015,3,0,0,54.51,54.51,0
8,28213,5,1,0,54,54,0
23,30011,6,1,0,67.88,67.88,0
17,82814,5,1,0,66.53,66.53,0
0,80412,6,1,0,51.49,51.49,0
49,82816,2,0,0,60,60,0
31,58813,2,0,0,60.7,60.7,0
61,42613,5,1,0,53.66,53.66,0
28,41412,5,1,0,52.26,52.26,0
23,3614,0,0,0,63.04,63.04,0
48,48617,0,0,0,54.95,54.95,0
38,37813,2,0,0,63.53,63.53,0
45,32415,1,0,0,49.73,49.73,0
46,42015,0,0,0,60.65,60.65,0
36,34215,4,0,0,55.93,55.93,0
0,26411,6,1,0,57.73,57.73,0
3,84612,5,1,0,56,56,0
28,34816,2,0,0,55,55,0
55,45617,0,0,0,70.57,70.57,0
58,60014,1,0,0,70.01,70.01,0
74,55214,4,0,0,66.73,66.73,0
10,78616,5,1,0,46.96,47.8,0
55,68414,5,1,0,55.53,55.53,0
36,46231,1,0,0,57.2,57.2,0
11,21617,2,0,0,57.44,57.44,0
28,27012,4,0,0,52.19,52.19,0
52,80411,5,1,0,56.67,56.67,0
48,49818,2,0,0,61.43,61.43,0
46,62412,5,1,0,66.3,66.3,0
68,38415,2,0,0,56.5,56.5,1
8,30614,5,1,0,58.23,58.23,0
63,73212,3,0,0,55.73,55.73,0
48,33612,1,0,0,60.23,60.23,0
55,59481,4,0,0,54.77,54.77,0
7,22813,0,0,0,48.39,48.39,0
35,28215,1,0,0,55.58,55.58,0
32,49214,3,0,0,59.49,59.49,0
83,69639,2,0,0,64.24,64.24,1
31,53414,6,1,0,65.97,65.97,0
42,37214,3,0,0,60.36,60.36,0
60,42013,5,1,0,60.42,60.42,0
39,81614,2,0,0,54.18,54.18,0
46,66620,2,0,0,59.76,59.76,0
55,79217,3,0,0,55.89,55.89,0
58,46214,5,1,0,65.57,65.57,0
94,58813,4,0,0,65.5,65.5,0
48,34812,5,1,0,64,64,0
34,84617,0,0,0,62.49,62.49,0
1,24010,6,1,0,62.2,62.2,0
78,82216,0,0,0,60.33,60.33,0
69,59416,1,0,0,60.19,60.19,0
35,35416,1,0,0,56.24,56.24,0
48,56416,1,0,0,60.24,60.24,0
65,43214,3,0,0,72.53,72.53,1
10,23408,4,0,0,63.73,63.73,0
49,49213,4,0,0,63.36,63.36,0
22,46816,6,1,0,55.64,55.64,0
1,82817,3,0,0,42.7,44.54,0
0,27012,6,1,0,60.24,60.24,0
54,43216,2,0,0,63.42,63.42,0
59,84614,0,0,0,60.07,60.07,0
84,68426,0,0,0,54.8,54.8,0
15,23463,1,0,0,50.03,50.03,0
20,39013,6,1,0,53.33,53.33,0
47,59408,2,0,0,71.97,71.97,0
56,77415,6,1,0,54.45,54.45,0
49,48012,4,0,0,65.8,65.8,1
38,48614,5,1,0,60.18,60.18,0
35,30608,0,0,0,61.96,61.96,0
37,44413,0,0,0,53.89,53.89,0
32,27012,0,0,0,59.24,59.24,0
54,43213,6,1,0,80.47,80.47,0
18,27014,1,0,0,55.58,55.58,0
82,71414,3,0,0,62.76,62.76,1
43,39622,0,0,0,51.58,51.58,0
31,1814,4,0,0,54.77,54.77,0
0,20414,3,0,0,54.76,54.76,0
61,69614,1,0,0,54.26,54.26,0
34,57612,1,0,0,66.68,66.68,0
69,32415,0,0,0,65.2,65.2,0
28,53417,2,0,0,42.16,46.2,0
6,63003,1,0,0,65.69,65.69,0
45,45609,4,0,0,67.21,67.21,0
33,52212,6,1,0,66.47,66.47,0
22,31213,3,0,0,45.25,47.01,0
46,31814,1,0,0,70.37,70.37,1
9,37212,0,0,0,57.51,57.51,0
23,2413,1,0,0,55.45,55.45,0
22,53717,5,1,0,63.68,63.68,0
77,59412,0,0,0,58.24,58.24,0
32,40812,6,1,0,52.21,52.21,0
79,42013,4,0,0,67.93,67.93,0
24,81614,4,0,0,58.33,58.33,0
68,64225,2,0,0,62.78,62.78,0
49,67821,0,0,0,54.85,54.85,0
5,23414,0,0,1,60.28,60.28,0
66,78616,4,0,0,54.24,54.24,1
1,85816,5,1,0,47.8,47.8,0
68,84011,1,0,0,55,55,1
54,44411,0,0,0,68.15,68.15,0
53,49214,1,0,0,62.97,62.97,0
29,66611,5,1,0,49.05,49.05,0
99,64214,0,0,0,68.04,68.04,0
32,1212,0,0,0,46.16,46.16,0
25,30614,4,0,0,53.65,53.65,0
11,24016,3,0,0,54,54,0
0,27614,5,1,0,55.49,55.49,0
37,66013,5,1,0,59.31,59.31,0
63,67822,3,0,0,65.59,65.59,0
24,3615,1,0,0,62.8,62.8,0
67,66634,2,0,0,65.26,65.26,1
51,46810,1,0,0,65.14,65.14,0
39,57616,5,1,0,53,53,0
89,74415,0,0,0,55.24,55.24,1
81,80413,1,0,0,63.64,63.64,0
30,52813,6,1,0,68.89,68.89,0
39,41450,6,1,0,56.97,56.97,0
46,67815,0,0,0,57.24,57.24,0
49,66614,1,0,0,50.39,50.39,0
43,36018,1,0,0,57.53,57.53,0
71,77413,5,1,0,61.55,61.55,0
36,37814,3,0,0,57,57,0
1,28818,5,1,0,42.1,45.8,0
56,81614,4,0,0,64.31,64.31,0
36,28818,1,0,0,56,56,0
12,24619,0,0,0,48.39,48.39,0
0,1211,6,1,0,65.77,65.77,0
31,34824,0,0,0,52.69,52.69,0
20,2412,2,0,0,60.24,60.24,0
13,23413,2,0,0,46.45,48.39,0
26,85215,6,1,0,56,56,0
1,25210,5,1,0,62.24,62.24,0
1,20413,0,0,0,52.73,52.73,0
38,64215,1,0,0,55.97,55.97,0
77,58814,3,0,0,57.08,57.08,1
21,79216,4,0,0,58.33,58.33,0
63,78615,4,0,0,61.24,61.24,0
0,28213,6,1,0,60,60,0
50,41412,3,0,0,61.69,61.69,0
67,75616,0,0,0,55.76,55.76,0
53,73814,4,0,0,54.45,54.45,0
25,51612,5,1,0,67.27,67.27,0
78,81613,2,0,0,64.28,64.28,0
32,82215,6,1,0,44.56,49.27,0
11,41414,4,0,0,58.42,58.42,0
49,53417,3,0,0,71.2,71.2,0
0,34298,0,0,0,50.7,50.7,0
37,74418,6,1,0,62.32,62.32,0
7,3616,0,0,0,51.47,51.47,0
25,51608,3,0,0,68.65,68.65,0
47,48013,5,1,0,59.03,59.03,0
20,24014,1,0,0,47.56,49.47,0
30,27013,3,0,0,51.22,51.22,0
69,39013,6,1,0,67.9,67.9,1
66,48612,1,0,0,66.96,66.96,1
1,19812,4,0,0,61.04,61.04,0
41,30611,0,0,0,55.77,55.77,0
0,19211,4,0,0,44.26,44.26,0
35,68424,0,0,0,55.56,55.56,0
36,1816,1,0,0,62.24,62.24,0
35,38417,5,1,0,67.65,67.65,0
63,61217,3,0,0,59.49,59.49,0
55,63017,0,0,0,64,64,0
53,84613,3,0,0,52.45,52.45,0
38,58813,2,0,0,51.55,51.55,0
29,27010,3,0,0,61.76,61.76,0
50,37214,0,0,0,59.13,59.13,0
1,61213,3,0,0,45.7,48,0
48,53416,6,1,0,57.73,57.73,0
10,21615,4,0,0,56.04,56.04,0
32,27614,1,0,0,62,62,0
0,1212,6,1,0,55,55,0
62,82221,6,1,0,57.73,57.73,0
44,34814,5,1,0,54.24,54.24,0
70,81013,6,1,0,58.24,58.24,0
4,21616,1,0,0,52.11,52.11,0
5,82819,4,0,1,42.67,46.04,0
18,39614,5,1,0,54.42,54.42,0
49,49818,0,0,0,62.73,62.73,0
0,78012,2,0,0,51.24,51.24,0
81,67232,0,0,0,72.22,72.22,0
56,66617,3,0,0,60.24,60.24,0
30,52215,5,1,0,67.27,67.27,0
19,24014,4,0,0,52.07,52.07,0
43,45618,3,0,0,63.77,63.77,0
68,67816,3,0,0,59.97,59.97,0
59,48619,4,0,0,57.53,57.53,1
74,71414,2,0,0,64.8,64.8,0
0,30642,2,0,0,56.01,56.01,0
22,78619,3,0,0,48.51,48.51,0
21,51614,6,1,0,74.34,74.34,0
9,25216,5,1,0,54.49,54.49,0
30,39010,2,0,0,65.57,65.57,0
52,39615,0,0,0,64.45,64.45,0
30,57009,3,0,0,70.46,70.46,0
30,63612,6,1,0,47,47,0
48,31814,0,0,0,59.24,59.24,0
50,76823,1,0,0,59.24,59.24,0
66,73821,4,0,0,64.22,64.22,1
29,70213,6,1,0,58.24,58.24,0
19,39614,6,1,0,77.42,77.42,0
19,43216,6,1,0,54.2,54.2,0
1,27614,6,1,0,56.61,56.61,0
38,27613,2,0,0,61.08,61.08,0
37,52216,3,0,0,53.24,53.24,0
2,19213,1,0,0,60,60,0
1,26410,6,1,0,54,54,0
52,48014,1,0,0,59.87,59.87,0
27,58814,5,1,0,65.66,65.66,0
79,63013,1,0,0,46.77,50,0
72,40812,4,0,0,64.76,64.76,1
33,73213,2,0,0,45.59,48.69,0
35,37508,5,1,0,62.96,62.96,0
50,78617,2,0,0,56,56,0
52,63613,5,1,0,58.24,58.24,0
28,58811,5,1,0,51.77,51.77,0
0,19212,4,0,0,61.04,61.04,0
68,74417,1,0,0,63.74,63.74,0
58,84620,2,0,0,54.83,54.83,0
34,44414,3,0,0,58.78,58.78,0
55,60618,3,0,0,65.09,65.09,0
17,49215,4,0,0,61.99,61.99,0
35,40814,0,0,0,54.19,54.19,0
61,49214,0,0,0,62.45,62.45,0
61,63619,3,0,0,63.51,63.51,0
49,45613,5,1,0,63.55,63.55,0
1,32415,4,0,1,44.12,45.79,0
49,67815,0,0,1,63.97,63.97,0
39,33612,6,1,0,57.26,57.26,0
0,82213,2,0,0,50.18,50.18,0
55,38415,2,0,0,57.32,57.32,0
86,73213,2,0,0,65.82,65.82,0
0,3013,1,0,0,58.28,58.28,0
84,80411,4,0,0,62.24,62.24,0
4,85212,4,0,0,55.39,55.39,0
55,67214,6,1,0,57.53,57.53,0
61,77416,0,0,0,58,58,0
6,84611,4,0,0,55.39,55.39,0
27,82811,4,0,0,62,62,0
66,82216,1,0,0,52.24,52.24,0
66,60015,3,0,0,60.02,60.02,0
30,50414,5,1,0,57.39,57.39,0
6,84012,4,0,0,63.51,63.51,0
43,46818,2,0,0,68.53,68.53,0
73,62413,2,0,0,64.07,64.07,0
73,70809,1,0,0,66.25,66.25,0
31,37827,0,0,0,45.36,49.69,0
59,74428,1,0,0,65.54,65.54,0
54,79242,0,0,0,44.79,48.51,0
30,42613,6,1,0,50.77,50.77,0
44,78016,6,1,0,66.69,66.69,0
33,56416,0,0,0,62.05,62.05,0
92,63013,1,0,0,68.42,68.42,0
26,37214,6,1,0,54.57,54.57,0
35,36033,4,0,0,58.46,58.46,0
47,32429,1,0,0,43.59,47.49,0
78,66012,0,0,0,56.24,56.24,0
26,26412,0,0,0,56.73,56.73,0
65,70814,2,0,0,59.04,59.04,0
47,37212,6,1,0,64.49,64.49,0
29,2415,1,0,0,52.24,52.24,0
24,49817,6,1,0,61.35,61.35,0
20,2414,0,0,1,64.39,64.39,0
56,66612,5,1,0,58.76,58.76,0
47,33,3,0,0,54.67,54.67,0
69,58817,0,0,0,73.83,73.83,0
45,68414,6,1,0,53.51,53.51,0
31,68419,5,1,0,46.06,48.51,0
39,1214,2,0,0,56.24,56.24,0
74,42015,5,1,0,67.46,67.46,1
0,1213,6,1,0,52.51,52.51,1
28,50414,3,0,0,68.65,68.65,0
54,37212,2,0,0,48.86,49.57,0
22,2414,4,0,0,60.97,60.97,1
69,78616,1,0,0,57.28,57.28,0
54,56414,1,0,0,59.3,59.3,0
79,66012,3,0,0,77.91,77.91,1
3,36020,3,0,0,43.98,47.45,0
0,23415,6,1,0,61.67,61.67,0
63,49214,0,0,0,67.34,67.34,0
55,82215,3,0,0,55.73,55.73,0
48,79214,6,1,0,60.75,60.75,0
43,37215,2,0,0,57.31,57.31,0
1,21013,3,0,0,62.24,62.24,0
51,53413,4,0,0,54,54,0
0,24017,5,1,0,52.51,52.51,1
74,62412,1,0,0,68.42,68.42,0
54,57616,2,0,0,65.97,65.97,0
0,1241,2,0,0,55.21,55.21,0
58,67814,6,1,0,63.24,63.24,0
40,51613,6,1,0,58.44,58.44,0
49,45614,2,0,0,72.15,72.15,0
58,67213,6,1,0,63.24,63.24,0
68,42619,0,0,0,52.18,52.18,0
41,70216,1,0,0,51.97,51.97,0
38,31813,3,0,0,57.26,57.26,0
35,27614,4,0,0,46.9,49.61,0
56,60013,3,0,0,67.7,67.7,0
45,55813,0,0,1,70.15,70.15,0
1,19814,1,0,0,60,60,0
43,31814,0,0,0,70.64,70.64,0
1,85814,4,0,0,57.24,57.24,0
55,37819,4,0,0,57.16,57.16,1
3,28814,1,0,0,59.01,59.01,0
45,73213,3,0,0,58.53,58.53,0
80,51612,5,1,0,56.26,56.26,0
57,64218,6,1,0,56.77,56.77,0
0,21615,5,1,0,57,57,0
57,41413,4,0,0,55.91,55.91,0
42,57013,6,1,0,65.8,65.8,1
78,75616,0,0,0,68.93,68.93,0
